Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,X_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,cell_volume,A_radius_ratio_in_cell,B1_X_bond_length,B2_X_bond_length,B1_B2_charge_density_ratio,X_space_occupancy,X_electron_affinity,B_electroneg_avg
Cs2LiTmCl6,5.2527,True,1.45,1.75,0.79,2,6.0,3,0.88,3.0,0.27,0.3,0.992100389,1,0,0,0,0.12,0.486187845,2.18,1.91,66,1.67,145.531576,0.634980989,2.57,2.69,0.385964912,1.024043374,3.61272,1.115
Cs2LiTlCl6,1.5236,True,1.45,1.9,0.79,2,6.0,3,1.5,3.0,0.64,0.45,0.887491164,1,0,0,0,0.74,0.828729282,2.18,1.54,78,1.67,203.297472,0.568027211,2.57,3.31,0.657894737,0.733066893,3.61272,1.3
Cs2LiScCl6,3.7738,False,1.45,1.6,0.79,2,4.0,3,0.745,3.0,0.38,0.15,1.018233765,1,0,0,0,0.015,0.41160221,2.18,1.8,18,1.67,134.6113281,0.651707317,2.57,2.555,0.326754386,1.107118161,3.61272,1.17
Cs2LiInCl6,2.7765,True,1.45,1.55,0.79,2,5.0,3,0.8,3.0,0.8,0.1,1.007422403,1,0,0,0,0.04,0.44198895,2.18,1.38,46,1.67,138.991832,0.644787645,2.57,2.61,0.350877193,1.072225928,3.61272,1.38
Cs2LiDyCl6,5.0917,True,1.45,1.75,0.79,2,6.0,3,0.912,3.0,0.24,0.3,0.986101293,1,0,0,0,0.152,0.503867403,2.18,1.94,63,1.67,148.2038571,0.631141345,2.57,2.722,0.4,1.005578728,3.61272,1.1
Cs2LiAuCl6,0.0,False,1.45,1.35,0.79,2,6.0,3,0.85,3.0,1.56,0.1,0.997791213,1,0,0,0,0.09,0.46961326,2.18,0.62,76,1.67,143.055667,0.638623327,2.57,2.66,0.372807018,1.041766812,3.61272,1.76
Cs2KTlCl6,2.3439,True,2.2,1.9,0.79,4,6.0,3,1.5,19.0,0.8,0.3,0.802838161,1,0,0,0,0.12,0.828729282,2.34,1.54,62,1.67,274.625,0.513846154,3.19,3.31,0.362318841,0.542669626,3.61272,1.22
Cs2KLaCl6,4.842,True,2.2,1.95,0.79,4,6.0,3,1.032,19.0,0.28,0.25,0.865127328,1,0,0,0,0.348,0.570165746,2.34,2.06,38,1.67,219.4744648,0.553713528,3.19,2.842,0.249275362,0.679034102,3.61272,0.96
Cs2KGaCl6,3.3316,True,2.2,1.3,0.79,4,4.0,3,0.62,19.0,0.99,0.9,0.928549474,1,0,0,0,0.76,0.342541436,2.34,1.35,12,1.67,177.504328,0.59430605,3.19,2.43,0.149758454,0.839588802,3.61272,1.315
Cs2KAlCl6,4.6198,True,2.2,1.25,0.79,4,3.0,3,0.535,19.0,0.79,0.95,0.942809042,1,0,0,0,0.845,0.29558011,2.34,1.55,6,1.67,169.5715054,0.603432701,3.19,2.345,0.129227053,0.878866091,3.61272,1.215
Cs2ScInCl6,2.8043,True,1.55,1.6,0.79,5,4.0,3,0.745,49.0,0.42,0.05,1.010348121,1,0,0,0,0.055,0.41160221,1.38,1.8,28,1.67,137.7878671,0.646660213,2.61,2.555,0.310416667,1.08159484,3.61272,1.57
Cs2ScCuCl6,1.9388,False,1.35,1.6,0.79,4,4.0,3,0.745,29.0,0.54,0.25,1.016250836,1,0,0,0,0.025,0.41160221,1.26,1.8,8,1.67,135.4008354,0.650438169,2.58,2.555,0.322510823,1.100662678,3.61272,1.63
Cs2CuMoCl6,0.8536,True,1.35,1.45,0.79,4,5.0,3,0.69,29.0,0.26,0.1,1.027253552,1,0,0,0,0.08,0.38121547,1.26,1.0,13,1.67,131.096512,0.657480315,2.58,2.5,0.298701299,1.136801001,3.61272,2.03
Cs2GaCuCl6,0.0,False,1.35,1.3,0.79,4,4.0,3,0.62,29.0,0.09,0.05,1.041606396,1,0,0,0,0.15,0.342541436,1.26,1.35,2,1.67,125.751501,0.666666667,2.58,2.43,0.268398268,1.185120217,3.61272,1.855
Cs2AlCuCl6,0.8612,True,1.35,1.25,0.79,4,3.0,3,0.535,29.0,0.29,0.1,1.059583359,1,0,0,0,0.235,0.29558011,1.26,1.55,16,1.67,119.4589531,0.678172589,2.58,2.345,0.231601732,1.247546895,3.61272,1.755
Cs2LiEuCl6,0.0,False,1.45,1.85,0.79,2,6.0,3,0.947,3.0,0.22,0.4,0.97962231,1,0,0,0,0.187,0.52320442,2.18,1.96,60,1.67,151.1639008,0.626994556,2.57,2.757,0.415350877,0.985887803,3.61272,1.09
Cs2InGaCl6,1.9897,False,1.3,1.55,0.79,4,5.0,3,0.8,31.0,0.03,0.25,1.035406358,1,0,0,0,0.18,0.44198895,1.35,1.38,18,1.67,128.024064,0.662698413,2.43,2.61,0.430107527,1.164083075,3.61272,1.795
Cs2GaHgCl6,0.0,False,1.5,1.3,0.79,6,4.0,3,0.62,80.0,0.19,0.2,0.977237462,1,0,0,0,0.48,0.342541436,1.16,1.35,49,1.67,152.273304,0.625468165,2.91,2.43,0.187878788,0.978705014,3.61272,1.905
Cs2TlCuCl6,0.0,False,1.35,1.9,0.79,6,1.5,3,81.0,0.77,0.28,0.55,0.885984388,1,0,0,0,0.73,1.54,0.425414365,3.31,52,1.67,204.336469,0.567062818,1.26,2.58,0.171111111,0.729339441,3.61272,1.76
Cs2TbCuCl6,2.5342,False,1.35,1.75,0.79,4,6.0,3,0.923,29.0,0.8,0.4,0.98220366,1,0,0,0,0.153,0.509944751,1.26,2.06,36,1.67,149.9751993,0.628646716,2.58,2.733,0.3995671,0.993701937,3.61272,1.5
Cs2ScAuCl6,2.0233,False,1.35,1.6,0.79,6,4.0,3,0.745,79.0,1.18,0.25,1.000661178,1,0,0,0,0.105,0.41160221,0.62,1.8,58,1.67,141.8283134,0.640460211,2.66,2.555,0.292156863,1.050782052,3.61272,1.95
Cs2GaAuCl6,0.0,False,1.35,1.3,0.79,6,4.0,3,0.62,79.0,0.73,0.05,1.025235372,1,0,0,0,0.23,0.342541436,0.62,1.35,48,1.67,131.872229,0.656188605,2.66,2.43,0.243137255,1.130113954,3.61272,2.175
Cs2AlAuCl6,0.8686,False,1.35,1.25,0.79,6,3.0,3,0.535,79.0,0.93,0.1,1.042646962,1,0,0,0,0.315,0.29558011,0.62,1.55,66,1.67,125.3753751,0.667332667,2.66,2.345,0.209803922,1.188675575,3.61272,2.075
Cs2AgMoCl6,0.9531,True,1.6,1.45,0.79,5,5.0,3,0.69,47.0,0.23,0.15,0.955759715,1,0,0,0,0.46,0.38121547,1.23,1.0,5,1.67,162.771336,0.611721612,2.96,2.5,0.2,0.915582865,3.61272,2.045
Cs2PrAgCl6,3.826,False,1.6,1.85,0.79,5,6.0,3,0.99,47.0,0.8,0.25,0.905980563,1,0,0,0,0.16,0.546961326,1.23,2.03,12,1.67,191.102976,0.579861111,2.96,2.8,0.286956522,0.779844716,3.61272,1.53
Cs2AlInCl6,3.1183,False,1.55,1.25,0.79,5,3.0,3,0.535,49.0,0.17,0.3,1.053168122,1,0,0,0,0.265,0.29558011,1.38,1.55,36,1.67,121.6552839,0.674066599,2.61,2.345,0.222916667,1.22502403,3.61272,1.695
Cs2TlHgCl6,0.0,False,1.5,1.9,0.79,6,1.5,3,81.0,1.1,0.38,0.4,0.838978785,1,0,0,0,0.4,1.54,0.607734807,3.31,1,1.67,240.641848,0.536977492,1.16,2.91,0.244444444,0.619304777,3.61272,1.81
Cs2ScHgCl6,0.0,False,1.5,1.6,0.79,6,4.0,3,0.745,80.0,0.64,0.1,0.954885278,1,0,0,0,0.355,0.41160221,1.16,1.8,59,1.67,163.2189196,0.61116194,2.91,2.555,0.225757576,0.913072127,3.61272,1.68
Cs2CeCuCl6,1.6741,False,1.35,1.85,0.79,4,6.0,3,1.01,29.0,0.78,0.5,0.966379268,1,0,0,0,0.24,0.55801105,1.26,2.04,29,1.67,157.464,0.618518519,2.58,2.82,0.437229437,0.946442654,3.61272,1.51
Cs2PrAuCl6,1.8745,False,1.35,1.85,0.79,6,6.0,3,0.99,79.0,1.41,0.5,0.955759715,1,0,0,0,0.14,0.546961326,0.62,2.03,20,1.67,162.771336,0.611721612,2.66,2.8,0.388235294,0.915582865,3.61272,1.835
Cs2NdAuCl6,2.2148,False,1.35,1.85,0.79,6,6.0,3,0.983,79.0,1.4,0.5,0.956986621,1,0,0,0,0.133,0.543093923,0.62,2.02,19,1.67,162.1460947,0.612506877,2.66,2.793,0.385490196,0.919113386,3.61272,1.84
Cs2LaAuCl6,2.275,False,1.35,1.95,0.79,6,6.0,3,1.032,79.0,1.44,0.6,0.94846384,1,0,0,0,0.182,0.570165746,0.62,2.06,22,1.67,166.556566,0.607051981,2.66,2.842,0.404705882,0.894774969,3.61272,1.82
Cs2EuAuCl6,0.0,False,1.35,1.85,0.79,6,6.0,3,0.947,79.0,1.34,0.5,0.96334651,1,0,0,0,0.097,0.52320442,0.62,1.96,16,1.67,158.9558467,0.616577441,2.66,2.757,0.371372549,0.937560015,3.61272,1.87
Cs2TlAgCl6,0.0,False,1.6,1.9,0.79,6,1.5,3,81.0,1.15,0.31,0.3,0.832288364,1,0,0,0,0.35,1.54,0.635359116,3.31,34,1.67,246.491883,0.532695375,1.23,2.96,0.255555556,0.604606709,3.61272,1.775
Cs2BiAuCl6,0.9914,False,1.6,1.35,0.79,6,0.85,3,79.0,1.03,0.52,0.25,0.948808735,1,0,0,0,0.18,0.62,0.569060773,2.66,4,1.67,166.375,0.607272727,1.14,2.84,0.403921569,0.895751442,3.61272,2.28
Cs2CuAuCl6,0.0,False,1.35,1.35,0.79,4,6.0,3,0.85,29.0,0.64,0.0,0.995887032,1,0,0,0,0.08,0.46961326,1.26,0.62,50,1.67,143.877824,0.63740458,2.58,2.66,0.367965368,1.035813873,3.61272,2.22
Cs2LaCuCl6,2.1808,False,1.35,1.95,0.79,4,6.0,3,1.032,29.0,0.8,0.6,0.962458142,1,0,0,0,0.262,0.570165746,1.26,2.06,28,1.67,159.3964114,0.616008853,2.58,2.842,0.446753247,0.93496864,3.61272,1.5
Cs2TlAuCl6,0.0,False,1.9,1.35,0.79,6,6.0,3,0.85,81.0,0.92,0.55,0.8741119,1,0,0,0,0.65,0.46961326,1.54,0.62,2,1.67,212.776173,0.559463987,3.31,2.66,0.188888889,0.700410408,3.61272,2.08
Cs2LuAgCl6,3.7052,False,1.6,1.75,0.79,5,6.0,3,0.861,47.0,0.66,0.15,0.926735579,1,0,0,0,0.289,0.475690608,1.23,1.89,24,1.67,178.5486546,0.59314509,2.96,2.671,0.249565217,0.834678068,3.61272,1.6
Cs2AgAsCl6,1.5886,False,1.6,1.15,0.79,5,4.0,3,0.58,47.0,0.25,0.45,0.97541085,1,0,0,0,0.57,0.320441989,1.23,0.98,14,1.67,153.130375,0.624299065,2.96,2.39,0.168115942,0.9732272,3.61272,2.055
Cs2CeAgCl6,2.9041,False,1.6,1.85,0.79,5,6.0,3,1.01,47.0,0.81,0.25,0.902845683,1,0,0,0,0.14,0.55801105,1.23,2.04,11,1.67,193.100552,0.577854671,2.96,2.82,0.292753623,0.771777421,3.61272,1.525
Cs2LaAgCl6,3.6099,False,1.6,1.95,0.79,5,6.0,3,1.032,47.0,0.83,0.35,0.899422276,1,0,0,0,0.118,0.570165746,1.23,2.06,10,1.67,195.3139096,0.575663564,2.96,2.842,0.299130435,0.763031401,3.61272,1.515
Cs2GdAgCl6,0.0,False,1.6,1.8,0.79,5,6.0,3,0.938,47.0,0.73,0.2,0.914234065,1,0,0,0,0.212,0.518232044,1.23,1.96,17,1.67,185.9738549,0.585143658,2.96,2.748,0.271884058,0.801352675,3.61272,1.565
Cs2AlAgCl6,2.4585,True,1.6,1.25,0.79,5,3.0,3,0.535,47.0,0.32,0.35,0.983684834,1,0,0,0,0.615,0.29558011,1.23,1.55,34,1.67,149.2987476,0.629594722,2.96,2.345,0.155072464,0.998204261,3.61272,1.77
Cs2GaAgCl6,1.2972,True,1.6,1.3,0.79,5,4.0,3,0.62,47.0,0.12,0.3,0.968172179,1,0,0,0,0.53,0.342541436,1.23,1.35,16,1.67,156.590819,0.619666048,2.96,2.43,0.179710145,0.951720203,3.61272,1.87
Cs2KCrCl6,1.5535,True,2.2,1.4,0.79,4,4.0,3,0.615,19.0,0.84,0.8,0.929376321,1,0,0,0,0.765,0.339779006,2.34,1.5,5,1.67,177.0309834,0.594835263,3.19,2.425,0.148550725,0.841833691,3.61272,1.24
Cs2NaCrCl6,1.3532,True,1.8,1.4,0.79,3,4.0,3,0.615,11.0,0.73,0.4,0.993044347,1,0,0,0,0.405,0.339779006,2.23,1.5,13,1.67,145.1169564,0.635585157,2.83,2.425,0.200980392,1.02696921,3.61272,1.295
Cs2KYbCl6,0.0,False,2.2,1.75,0.79,4,6.0,3,0.868,19.0,0.28,0.45,0.889306074,1,0,0,0,0.512,0.479558011,2.34,2.06,51,1.67,202.055332,0.569188821,3.19,2.678,0.209661836,0.737573439,3.61272,0.96
Cs2KHoCl6,5.2294,True,2.2,1.75,0.79,4,6.0,3,0.901,19.0,0.41,0.45,0.884332833,1,0,0,0,0.479,0.497790055,2.34,1.93,48,1.67,205.4834477,0.566005762,3.19,2.711,0.21763285,0.725268375,3.61272,1.025
Cs2NaUCl6,0.5004,False,1.8,1.75,0.79,3,7.0,3,1.025,11.0,0.45,0.05,0.92117353,1,0,0,0,0.005,0.566298343,2.23,1.78,81,1.67,181.8024546,0.589585172,2.83,2.835,0.33496732,0.819739461,3.61272,1.155
Cs2NaYCl6,5.0774,True,1.8,1.8,0.79,3,5.0,3,0.9,11.0,0.29,0.0,0.941958131,1,0,0,0,0.12,0.497237569,2.23,1.94,28,1.67,170.031464,0.602888087,2.83,2.71,0.294117647,0.876488637,3.61272,1.075
Cs2NaHoCl6,5.2906,True,1.8,1.75,0.79,3,6.0,3,0.901,11.0,0.3,0.05,0.941788133,1,0,0,0,0.119,0.497790055,2.23,1.93,56,1.67,170.1235554,0.602779282,2.83,2.711,0.294444444,0.876014175,3.61272,1.08
Cs2NaYbCl6,0.0,False,1.8,1.75,0.79,3,6.0,3,0.868,11.0,0.17,0.05,0.947430655,1,0,0,0,0.152,0.479558011,2.23,2.06,59,1.67,167.1020565,0.606390704,2.83,2.678,0.283660131,0.891854051,3.61272,1.015
Cs2LiYCl6,4.8986,True,1.45,1.8,0.79,2,5.0,3,0.9,3.0,0.24,0.35,0.988342433,1,0,0,0,0.14,0.497237569,2.18,1.94,36,1.67,147.197952,0.632575758,2.57,2.71,0.394736842,1.012450541,3.61272,1.1
Cs2AgAuCl6,0.0,False,1.6,1.35,0.79,5,6.0,3,0.85,47.0,0.61,0.25,0.928549474,1,0,0,0,0.3,0.46961326,1.23,0.62,32,1.67,177.504328,0.59430605,2.96,2.66,0.246376812,0.839588802,3.61272,2.235
Cs2NaTbCl6,5.2046,True,1.8,1.75,0.79,3,6.0,3,0.923,11.0,0.17,0.05,0.938063643,1,0,0,0,0.097,0.509944751,2.23,2.06,54,1.67,172.1579885,0.60039547,2.83,2.733,0.301633987,0.865662101,3.61272,1.015
Cs2LiLuCl6,5.3389,True,1.45,1.75,0.79,2,6.0,3,0.861,3.0,0.29,0.3,0.995697013,1,0,0,0,0.101,0.475690608,2.18,1.89,68,1.67,143.9602125,0.637282961,2.57,2.671,0.377631579,1.035221076,3.61272,1.125
Cs2KScCl6,3.7113,False,2.2,1.6,0.79,4,4.0,3,0.745,19.0,0.54,0.6,0.908346048,1,0,0,0,0.635,0.41160221,2.34,1.8,2,1.67,189.6138686,0.581375109,3.19,2.555,0.179951691,0.785969123,3.61272,1.09
Cs2KEuCl6,0.0,False,2.2,1.85,0.79,4,6.0,3,0.947,19.0,0.38,0.35,0.877492525,1,0,0,0,0.433,0.52320442,2.34,1.96,44,1.67,210.3264131,0.561627711,3.19,2.757,0.228743961,0.708568381,3.61272,1.01
Cs2NaSmCl6,5.1745,True,1.8,1.85,0.79,3,6.0,3,0.958,11.0,0.24,0.05,0.93219865,1,0,0,0,0.062,0.529281768,2.23,1.99,51,1.67,175.4279072,0.596641658,2.83,2.768,0.313071895,0.849526444,3.61272,1.05
Cs2NaErCl6,5.3424,True,1.8,1.75,0.79,3,6.0,3,0.89,11.0,0.31,0.05,0.943661491,1,0,0,0,0.13,0.491712707,2.23,1.92,57,1.67,169.112377,0.6039783,2.83,2.7,0.290849673,0.881252152,3.61272,1.085
Cs2KTbCl6,5.0878,True,2.2,1.75,0.79,4,6.0,3,0.923,19.0,0.28,0.45,0.881048125,1,0,0,0,0.457,0.509944751,2.34,2.06,46,1.67,207.7902655,0.563903427,3.19,2.733,0.22294686,0.717216689,3.61272,0.96
Cs2NaSbCl6,2.8096,False,1.8,1.45,0.79,3,5.0,3,0.76,11.0,1.12,0.35,0.966379268,1,0,0,0,0.26,0.419889503,2.23,1.11,40,1.67,157.464,0.618518519,2.83,2.57,0.248366013,0.946442654,3.61272,1.49
Cs2NaInCl6,2.9904,True,1.8,1.55,0.79,3,5.0,3,0.8,11.0,0.85,0.25,0.959273538,1,0,0,0,0.22,0.44198895,2.23,1.38,38,1.67,160.989184,0.613970588,2.83,2.61,0.261437908,0.925718377,3.61272,1.355
Cs2NaAsCl6,2.8421,False,1.8,1.15,0.79,3,4.0,3,0.58,11.0,1.25,0.65,0.999702691,1,0,0,0,0.44,0.320441989,2.23,0.98,22,1.67,142.236648,0.639846743,2.83,2.39,0.189542484,1.047765454,3.61272,1.555
Cs2LiCrF6,4.3359,False,1.45,1.4,0.79,2,4.0,2,0.615,3.0,0.68,0.05,1.134597193,0,0,0,1,0.145,0.478599222,3.0,2.32,21,1.67,61.39613362,0.846641318,2.045,1.9,0.269736842,0.86857679,3.40119,1.32
Cs2LiAlF6,6.8832,True,1.45,1.25,0.79,2,3.0,2,0.535,3.0,0.63,0.2,1.15808174,0,0,0,1,0.225,0.416342412,3.0,2.37,10,1.67,57.73623962,0.864165589,2.045,1.82,0.234649123,0.923635779,3.40119,1.295
Cs2LiGaF6,6.1115,True,1.45,1.3,0.79,2,4.0,2,0.62,3.0,0.83,0.15,1.133160994,0,0,0,1,0.14,0.482490272,3.0,2.17,28,1.67,61.629875,0.84556962,2.045,1.905,0.271929825,0.865282571,3.40119,1.395
Cs2NaTiF6,0.0,False,1.8,1.4,0.79,3,4.0,2,0.67,11.0,0.61,0.4,1.050700921,0,0,0,1,0.35,0.521400778,3.05,2.44,11,1.67,77.308776,0.784037559,2.305,1.955,0.218954248,0.689795641,3.40119,1.235
Cs2NaFeF6,3.841,True,1.8,1.4,0.79,3,4.0,2,0.645,11.0,0.9,0.4,1.056903406,0,0,0,1,0.375,0.501945525,3.05,2.15,15,1.67,75.95567787,0.78866588,2.305,1.93,0.210784314,0.702083875,3.40119,1.38
Cs2NaMnF6,0.0,False,1.8,1.4,0.79,3,4.0,2,0.645,11.0,0.62,0.4,1.056903406,0,0,0,1,0.375,0.501945525,3.05,2.43,14,1.67,75.95567787,0.78866588,2.305,1.93,0.210784314,0.702083875,3.40119,1.24
Cs2NaCrF6,4.2707,True,1.8,1.4,0.79,3,4.0,2,0.615,11.0,0.73,0.4,1.06444374,0,0,0,1,0.405,0.478599222,3.05,2.32,13,1.67,74.35291513,0.794292509,2.305,1.9,0.200980392,0.717218102,3.40119,1.295
Cs2NaCoF6,2.801,False,1.8,1.35,0.79,3,4.0,2,0.61,11.0,0.95,0.45,1.065710935,0,0,0,1,0.41,0.474708171,3.05,2.1,16,1.67,74.088,0.795238095,2.305,1.895,0.199346405,0.719782646,3.40119,1.405
Cs2NaVF6,0.0,False,1.8,1.35,0.79,3,4.0,2,0.64,11.0,0.7,0.45,1.058152701,0,0,0,1,0.38,0.498054475,3.05,2.35,12,1.67,75.686967,0.789598109,2.305,1.925,0.209150327,0.704576478,3.40119,1.28
Cs2NaAlF6,6.697,True,1.8,1.25,0.79,3,3.0,2,0.535,11.0,0.68,0.55,1.085087497,0,0,0,1,0.485,0.416342412,3.05,2.37,2,1.67,70.18945313,0.80969697,2.305,1.82,0.174836601,0.759761678,3.40119,1.27
Cs2NaMoF6,4.3824,False,1.8,1.45,0.79,3,5.0,2,0.69,11.0,1.23,0.35,1.045791104,0,0,0,1,0.33,0.536964981,3.05,1.82,31,1.67,78.402752,0.780373832,2.305,1.975,0.225490196,0.680170725,3.40119,1.545
Cs2LiYF6,7.2663,True,1.45,1.8,0.79,2,5.0,2,0.9,3.0,0.24,0.35,1.058152701,0,0,0,1,0.14,0.700389105,3.0,2.76,36,1.67,75.686967,0.789598109,2.045,2.185,0.394736842,0.704576478,3.40119,1.1
Cs2LiSbF6,4.1258,False,1.45,1.45,0.79,2,5.0,2,0.76,3.0,1.07,0.0,1.094373087,0,0,0,1,0.0,0.591439689,3.0,1.93,48,1.67,68.417929,0.816625917,2.045,2.045,0.333333333,0.77943395,3.40119,1.515
Cs2LiPrF6,6.9993,False,1.45,1.85,0.79,2,6.0,2,0.99,3.0,0.15,0.4,1.036107853,0,0,0,1,0.23,0.770428016,3.0,2.85,56,1.67,80.621568,0.773148148,2.045,2.275,0.434210526,0.661451495,3.40119,1.055
Cs2LiNdF6,7.055,False,1.45,1.85,0.79,2,6.0,2,0.983,3.0,0.16,0.4,1.037789456,0,0,0,1,0.223,0.764980545,3.0,2.84,57,1.67,80.2302923,0.774402968,2.045,2.268,0.431140351,0.664677332,3.40119,1.06
Cs2LiMoF6,4.8178,True,1.45,1.45,0.79,2,5.0,2,0.69,3.0,1.18,0.0,1.113429335,0,0,0,1,0.07,0.536964981,3.0,1.82,39,1.67,64.964808,0.830845771,2.045,1.975,0.302631579,0.820863762,3.40119,1.57
Cs2LiCeF6,0.5299,False,1.45,1.85,0.79,2,6.0,2,1.01,3.0,0.14,0.4,1.031333162,0,0,0,1,0.25,0.785992218,3.0,2.86,55,1.67,81.746504,0.769585253,2.045,2.295,0.442982456,0.65234908,3.40119,1.05
Cs2LiBiF6,4.8946,False,1.45,1.6,0.79,2,6.0,2,1.03,3.0,1.04,0.15,1.026602276,0,0,0,1,0.27,0.80155642,3.0,1.96,80,1.67,82.881856,0.766055046,2.045,2.315,0.451754386,0.643412916,3.40119,1.5
Cs2CuBiF6,1.1623,False,1.35,1.6,0.79,4,6.0,2,1.03,29.0,0.12,0.25,1.024253072,0,0,0,1,0.26,0.80155642,2.08,1.96,54,1.67,83.453453,0.764302059,2.055,2.315,0.445887446,0.639005994,3.40119,1.96
Cs2NaSbF6,4.2317,False,1.8,1.45,0.79,3,5.0,2,0.76,11.0,1.12,0.35,1.028962282,0,0,0,1,0.26,0.591439689,3.05,1.93,40,1.67,82.312875,0.767816092,2.305,2.045,0.248366013,0.647860455,3.40119,1.49
Cs2NaPrF6,6.6211,False,1.8,1.85,0.79,3,6.0,2,0.99,11.0,0.2,0.05,0.977289503,0,0,0,1,0.03,0.770428016,3.05,2.85,48,1.67,96.071912,0.729257642,2.305,2.275,0.323529412,0.555076458,3.40119,1.03
Cs2NaNdF6,6.7399,True,1.8,1.85,0.79,3,6.0,2,0.983,11.0,0.21,0.05,0.978785464,0,0,0,1,0.037,0.764980545,3.05,2.84,49,1.67,95.63208052,0.730373934,2.305,2.268,0.32124183,0.557629368,3.40119,1.035
Cs2NaCeF6,6.3611,False,1.8,1.85,0.79,3,6.0,2,1.01,11.0,0.19,0.05,0.973040418,0,0,0,1,0.01,0.785992218,3.05,2.86,47,1.67,97.336,0.726086957,2.305,2.295,0.330065359,0.547867764,3.40119,1.025
Cs2KCeF6,0.4187,False,2.2,1.85,0.79,4,6.0,2,1.01,19.0,0.3,0.35,0.902416517,0,0,0,1,0.37,0.785992218,3.16,2.86,39,1.67,122.023936,0.673387097,2.665,2.295,0.243961353,0.437022919,3.40119,0.97
Cs2YAgF6,3.3465,False,1.6,1.8,0.79,5,5.0,2,0.9,47.0,0.71,0.2,0.968828122,0,0,0,1,0.25,0.700389105,2.05,2.76,8,1.67,98.611128,0.722943723,2.435,2.185,0.260869565,0.540783355,3.40119,1.575
Cs2KSbF6,4.1778,False,2.2,1.45,0.79,4,5.0,2,0.76,19.0,1.23,0.75,0.950315483,0,0,0,1,0.62,0.591439689,3.16,1.93,32,1.67,104.487111,0.709129512,2.665,2.045,0.183574879,0.510371625,3.40119,1.435
Cs2KPrF6,6.2956,False,2.2,1.85,0.79,4,6.0,2,0.99,19.0,0.31,0.35,0.906070025,0,0,0,1,0.39,0.770428016,3.16,2.85,40,1.67,120.553784,0.67611336,2.665,2.275,0.239130435,0.442352408,3.40119,0.975
Cs2NaNiF6,0.0,False,1.8,1.35,0.79,3,4.0,2,0.6,11.0,0.98,0.45,1.068254397,0,0,0,1,0.42,0.46692607,3.05,2.07,17,1.67,73.560059,0.797136038,2.305,1.885,0.196078431,0.72494853,3.40119,1.42
Cs2AlTlF6,5.6085,False,1.9,1.25,0.79,6,3.0,2,0.535,81.0,0.01,0.65,0.971983914,0,0,0,1,0.965,0.416342412,2.36,2.37,68,1.67,97.65374513,0.725298588,2.785,1.82,0.118888889,0.546085115,3.40119,1.615
Cs2RbScF6,6.6555,True,2.35,1.6,0.79,5,4.0,2,0.745,37.0,0.54,0.75,0.92574683,0,0,0,1,0.775,0.579766537,3.16,2.62,16,1.67,113.0288829,0.690796277,2.805,2.03,0.163377193,0.471802032,3.40119,1.09
Cs2RbIrF6,2.5113,True,2.35,1.35,0.79,5,6.0,2,0.68,37.0,1.38,1.0,0.938361829,0,0,0,1,0.84,0.529182879,3.16,1.78,40,1.67,108.531333,0.700209644,2.805,1.965,0.149122807,0.491353558,3.40119,1.51
Cs2RbAsF6,4.5627,False,2.35,1.15,0.79,5,4.0,2,0.58,37.0,1.36,1.2,0.95845523,0,0,0,1,0.94,0.451361868,3.16,1.8,4,1.67,101.847563,0.715203426,2.805,1.865,0.127192982,0.52359875,3.40119,1.5
Cs2RbAuF6,0.7939,False,2.35,1.35,0.79,5,6.0,2,0.85,37.0,1.72,1.0,0.906070025,0,0,0,1,0.67,0.661478599,3.16,1.44,42,1.67,120.553784,0.67611336,2.805,2.135,0.186403509,0.442352408,3.40119,1.68
Cs2NaRhF6,1.9082,True,1.8,1.35,0.79,3,5.0,2,0.665,11.0,1.35,0.45,1.051935588,0,0,0,1,0.355,0.517509728,3.05,1.7,34,1.67,77.03688138,0.784958872,2.305,1.95,0.217320261,0.692230211,3.40119,1.605
Cs2NaRuF6,0.0,False,1.8,1.3,0.79,3,5.0,2,0.68,11.0,1.27,0.5,1.048240263,0,0,0,1,0.34,0.529182879,3.05,1.78,33,1.67,77.854483,0.782201405,2.305,1.965,0.222222222,0.684960642,3.40119,1.565
Cs2NaIrF6,2.2607,True,1.8,1.35,0.79,3,6.0,2,0.68,11.0,1.27,0.45,1.048240263,0,0,0,1,0.34,0.529182879,3.05,1.78,66,1.67,77.854483,0.782201405,2.305,1.965,0.222222222,0.684960642,3.40119,1.565
Cs2RbRuF6,0.0,False,2.35,1.3,0.79,5,5.0,2,0.68,37.0,1.38,1.05,0.938361829,0,0,0,1,0.84,0.529182879,3.16,1.78,7,1.67,108.531333,0.700209644,2.805,1.965,0.149122807,0.491353558,3.40119,1.51
Cs2RbFeF6,4.1178,False,2.35,1.4,0.79,5,4.0,2,0.645,37.0,1.01,0.95,0.945297978,0,0,0,1,0.875,0.501945525,3.16,2.15,11,1.67,106.1597654,0.705385428,2.805,1.93,0.141447368,0.502330205,3.40119,1.325
