formula,A,B1,B2,X,A_radius,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,X_row,B1_valence,B2_valence,B1_ionic_radius,B2_ionic_radius,B1_electrons,B2_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_electroneg,X_is_F,A_group,X_group,X_radius,A_row,X_ionic_radius,B1_B2_ionic_radius_diff,B1_B2_ionic_radius_ratio,B1_X_ionic_radius_ratio,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,cell_volume,A_radius_ratio_in_cell,A_X_bond_length,A_coordination_number,A_charge_density,B1_X_bond_length,B2_X_bond_length,B1_B2_bond_length_ratio,B1_B2_charge_density_ratio,X_polarizability,X_space_occupancy,X_electron_affinity,X_first_ionization_energy,B_electroneg_avg
Cs2ErCuF6,Cs,Cu,Er,F,2.6,1.3,1.8,0.79,4,6,2,1,3,0.77,0.89,29,68,0.66,0.47,1.058152701,0.645914397,0,0,0,3.98,1,1,17,0.7,6,1.28,0.12,0.865168539,0.59922179,0.692607004,2.08,2.74,2,1.88,4.2,75.687,0.444444444,3.17,12,0.150496518,2.05,2.17,0.944827586,0.514726573,0.56,0.763821016,3.4,17.42,1.57
Cs2ErHgF6,Cs,Hg,Er,F,2.6,1.5,1.8,0.79,6,6,2,1,3,1.1,0.89,80,68,0.76,0.24,0.981575861,0.774319066,0,0,0,3.98,1,1,17,0.7,6,1.28,0.21,1.235955056,0.856031128,0.692607004,1.98,2.74,2,1.88,4.6,94.819,0.412280702,3.17,12,0.150496518,2.38,2.17,1.096551724,0.176551215,0.56,0.763821016,3.4,17.42,1.62
Cs2ErInF6,Cs,In,Er,F,2.6,1.7,1.8,0.79,5,6,2,1,3,0.92,0.89,49,68,0.54,0.09,1.021914595,0.704280156,0,0,0,3.98,1,1,17,0.7,6,1.28,0.03,1.033707865,0.715953307,0.692607004,2.2,2.74,2,1.88,4.4,84.028,0.429223744,3.17,12,0.150496518,2.21,2.17,1.013793103,0.301776407,0.56,0.763821016,3.4,17.42,1.51
Cs2ErTlF6,Cs,Tl,Er,F,2.6,1.7,1.8,0.79,6,6,2,1,3,1.5,0.89,81,68,0.38,0.04,0.902416517,0.929961089,0,0,0,3.98,1,1,17,0.7,6,1.28,0.61,1.685393258,1.167315175,0.692607004,2.36,2.74,2,1.88,5,122.024,0.379032258,3.17,12,0.150496518,2.79,2.17,1.28045977,0.069626568,0.56,0.763821016,3.4,17.42,1.43
Cs2DyAgF6,Cs,Ag,Dy,F,2.6,1.4,1.8,0.79,5,6,2,1,3,1.15,0.91,47,66,0.71,0.33,0.966318205,0.80233463,0,0,0,3.98,1,1,17,0.7,6,1.28,0.24,1.260964912,0.894941634,0.709727626,2.05,2.76,2,1.88,4.6,99.382,0.405872193,3.17,12,0.150496518,2.43,2.2,1.10832954,0.166253095,0.56,0.763821016,3.4,17.42,1.575
Cs2DyCuF6,Cs,Cu,Dy,F,2.6,1.3,1.8,0.79,4,6,2,1,3,0.77,0.91,29,66,0.68,0.49,1.052677781,0.654474708,0,0,0,3.98,1,1,17,0.7,6,1.28,0.14,0.844298246,0.59922179,0.709727626,2.08,2.76,2,1.88,4.3,76.874,0.442144873,3.17,12,0.150496518,2.05,2.2,0.935366409,0.553848629,0.56,0.763821016,3.4,17.42,1.56
Cs2DyHgF6,Cs,Hg,Dy,F,2.6,1.5,1.8,0.79,6,6,2,1,3,1.1,0.91,80,66,0.78,0.26,0.976862926,0.782879377,0,0,0,3.98,1,1,17,0.7,6,1.28,0.19,1.206140351,0.856031128,0.709727626,1.98,2.76,2,1.88,4.6,96.198,0.410301179,3.17,12,0.150496518,2.38,2.2,1.085571234,0.18997008,0.56,0.763821016,3.4,17.42,1.61
Cs2DyInF6,Cs,In,Dy,F,2.6,1.7,1.8,0.79,5,6,2,1,3,0.92,0.91,49,66,0.56,0.11,1.016807343,0.712840467,0,0,0,3.98,1,1,17,0.7,6,1.28,0.01,1.00877193,0.715953307,0.709727626,2.2,2.76,2,1.88,4.4,85.3,0.427078601,3.17,12,0.150496518,2.21,2.2,1.003641329,0.324713076,0.56,0.763821016,3.4,17.42,1.5
Cs2DyTlF6,Cs,Tl,Dy,F,2.6,1.7,1.8,0.79,6,6,2,1,3,1.5,0.91,81,66,0.4,0.06,0.898431539,0.938521401,0,0,0,3.98,1,1,17,0.7,6,1.28,0.59,1.644736842,1.167315175,0.709727626,2.36,2.76,2,1.88,5,123.655,0.377358491,3.17,12,0.150496518,2.79,2.2,1.267637688,0.074918571,0.56,0.763821016,3.4,17.42,1.42
Cs2LuAgF6,Cs,Ag,Lu,F,2.6,1.4,1.7,0.79,5,6,2,1,3,1.15,0.86,47,71,0.66,0.29,0.977076168,0.782490272,0,0,0,3.98,1,1,17,0.7,6,1.28,0.29,1.335656214,0.894941634,0.670038911,2.05,2.71,2,1.88,4.6,96.135,0.410390744,3.17,12,0.150496518,2.43,2.15,1.134669152,0.13989258,0.56,0.763821016,3.4,17.42,1.6
Cs2LuCuF6,Cs,Cu,Lu,F,2.6,1.3,1.7,0.79,4,6,2,1,3,0.77,0.86,29,71,0.63,0.45,1.065457254,0.63463035,0,0,0,3.98,1,1,17,0.7,6,1.28,0.09,0.894308943,0.59922179,0.670038911,2.08,2.71,2,1.88,4.2,74.141,0.447512497,3.17,12,0.150496518,2.05,2.15,0.957595527,0.466032307,0.56,0.763821016,3.4,17.42,1.585
Cs2LuHgF6,Cs,Hg,Lu,F,2.6,1.5,1.7,0.79,6,6,2,1,3,1.1,0.86,80,71,0.73,0.22,0.987858293,0.763035019,0,0,0,3.98,1,1,17,0.7,6,1.28,0.24,1.277584204,0.856031128,0.670038911,1.98,2.71,2,1.88,4.5,93.021,0.414919444,3.17,12,0.150496518,2.38,2.15,1.111369991,0.159849081,0.56,0.763821016,3.4,17.42,1.635
Cs2LuInF6,Cs,In,Lu,F,2.6,1.7,1.7,0.79,5,6,2,1,3,0.92,0.86,49,71,0.51,0.07,1.028725793,0.692996109,0,0,0,3.98,1,1,17,0.7,6,1.28,0.06,1.068524971,0.715953307,0.670038911,2.2,2.71,2,1.88,4.4,82.37,0.432084578,3.17,12,0.150496518,2.21,2.15,1.02749301,0.273227695,0.56,0.763821016,3.4,17.42,1.525
Cs2LuTlF6,Cs,Tl,Lu,F,2.6,1.7,1.7,0.79,6,6,2,1,3,1.5,0.86,81,71,0.35,0.02,0.907723773,0.918677043,0,0,0,3.98,1,1,17,0.7,6,1.28,0.64,1.742160279,1.167315175,0.670038911,2.36,2.71,2,1.88,4.9,119.896,0.381261407,3.17,12,0.150496518,2.79,2.15,1.297763281,0.063039741,0.56,0.763821016,3.4,17.42,1.445
Cs2TmAgF6,Cs,Ag,Tm,F,2.6,1.4,1.7,0.79,5,6,2,1,3,1.15,0.88,47,69,0.68,0.3,0.973040418,0.789883268,0,0,0,3.98,1,1,17,0.7,6,1.28,0.27,1.306818182,0.894941634,0.684824903,2.05,2.73,2,1.88,4.6,97.336,0.408695652,3.17,12,0.150496518,2.43,2.17,1.124711316,0.149359634,0.56,0.763821016,3.4,17.42,1.59
Cs2TmCuF6,Cs,Cu,Tm,F,2.6,1.3,1.7,0.79,4,6,2,1,3,0.77,0.88,29,69,0.65,0.46,1.060660172,0.642023346,0,0,0,3.98,1,1,17,0.7,6,1.28,0.11,0.875,0.59922179,0.684824903,2.08,2.73,2,1.88,4.2,75.151,0.44549763,3.17,12,0.150496518,2.05,2.17,0.949191686,0.497570457,0.56,0.763821016,3.4,17.42,1.575
Cs2TmHgF6,Cs,Hg,Tm,F,2.6,1.5,1.7,0.79,6,6,2,1,3,1.1,0.88,80,69,0.75,0.23,0.98373317,0.770428016,0,0,0,3.98,1,1,17,0.7,6,1.28,0.22,1.25,0.856031128,0.684824903,1.98,2.73,2,1.88,4.5,94.196,0.413186813,3.17,12,0.150496518,2.38,2.17,1.101616628,0.170666667,0.56,0.763821016,3.4,17.42,1.625
Cs2TmInF6,Cs,In,Tm,F,2.6,1.7,1.7,0.79,5,6,2,1,3,0.92,0.88,49,69,0.53,0.08,1.024253072,0.700389105,0,0,0,3.98,1,1,17,0.7,6,1.28,0.04,1.045454545,0.715953307,0.684824903,2.2,2.73,2,1.88,4.4,83.453,0.43020595,3.17,12,0.150496518,2.21,2.17,1.018475751,0.291718035,0.56,0.763821016,3.4,17.42,1.515
Cs2TmTlF6,Cs,Tl,Tm,F,2.6,1.7,1.7,0.79,6,6,2,1,3,1.5,0.88,81,69,0.37,0.03,0.904239581,0.926070039,0,0,0,3.98,1,1,17,0.7,6,1.28,0.62,1.704545455,1.167315175,0.684824903,2.36,2.73,2,1.88,4.9,121.287,0.37979798,3.17,12,0.150496518,2.79,2.17,1.286374134,0.067305877,0.56,0.763821016,3.4,17.42,1.435
Cs2EuAgF6,Cs,Ag,Eu,F,2.6,1.4,2,0.79,5,6,2,1,3,1.15,0.95,47,63,0.73,0.55,0.959071336,0.815953307,0,0,0,3.98,1,1,17,0.7,6,1.28,0.2,1.21436114,0.894941634,0.736964981,2.05,2.78,2,1.88,4.7,101.651,0.402828369,3.17,12,0.150496518,2.43,2.23,1.090949821,0.186138051,0.56,0.763821016,3.4,17.42,1.565
Cs2EuCuF6,Cs,Cu,Eu,F,2.6,1.3,2,0.79,4,6,2,1,3,0.77,0.95,29,63,0.7,0.71,1.044083491,0.668093385,0,0,0,3.98,1,1,17,0.7,6,1.28,0.18,0.813093981,0.59922179,0.736964981,2.08,2.78,2,1.88,4.3,78.788,0.438535106,3.17,12,0.150496518,2.05,2.23,0.920698925,0.62009254,0.56,0.763821016,3.4,17.42,1.55
Cs2EuHgF6,Cs,Hg,Eu,F,2.6,1.5,2,0.79,6,6,2,1,3,1.1,0.95,80,63,0.8,0.48,0.96945764,0.796498054,0,0,0,3.98,1,1,17,0.7,6,1.28,0.15,1.16156283,0.856031128,0.736964981,1.98,2.78,2,1.88,4.6,98.419,0.407190817,3.17,12,0.150496518,2.38,2.23,1.068548387,0.212691741,0.56,0.763821016,3.4,17.42,1.6
Cs2EuInF6,Cs,In,Eu,F,2.6,1.7,2,0.79,5,6,2,1,3,0.92,0.95,49,63,0.58,0.33,1.008786551,0.726459144,0,0,0,3.98,1,1,17,0.7,6,1.28,0.03,0.971488912,0.715953307,0.736964981,2.2,2.78,2,1.88,4.4,87.351,0.423709714,3.17,12,0.150496518,2.21,2.23,0.987903226,0.36355088,0.56,0.763821016,3.4,17.42,1.49
Cs2EuTlF6,Cs,Tl,Eu,F,2.6,1.7,2,0.79,6,6,2,1,3,1.5,0.95,81,63,0.42,0.28,0.892163828,0.952140078,0,0,0,3.98,1,1,17,0.7,6,1.28,0.55,1.583949314,1.167315175,0.736964981,2.36,2.78,2,1.88,5,126.279,0.374725932,3.17,12,0.150496518,2.79,2.23,1.247759857,0.083879321,0.56,0.763821016,3.4,17.42,1.41
Cs2CoCuF6,Cs,Cu,Co,F,2.6,1.3,1.2,0.79,4,4,2,1,3,0.77,0.55,29,27,0.02,0.03,1.152119929,0.511673152,0,0,0,3.98,1,1,17,0.7,6,1.28,0.22,1.412844037,0.59922179,0.424124514,2.08,2.1,2,1.88,3.9,58.637,0.483912484,3.17,12,0.150496518,2.05,1.83,1.12295082,0.118194176,0.56,0.763821016,3.4,17.42,1.89
Cs2CoInF6,Cs,In,Co,F,2.6,1.7,1.2,0.79,5,4,2,1,3,0.92,0.55,49,27,0.1,0.41,1.109290192,0.570038911,0,0,0,3.98,1,1,17,0.7,6,1.28,0.38,1.688073394,0.715953307,0.424124514,2.2,2.1,2,1.88,4,65.695,0.465923172,3.17,12,0.150496518,2.21,1.83,1.204918033,0.069295458,0.56,0.763821016,3.4,17.42,1.83
Cs2CoTlF6,Cs,Tl,Co,F,2.6,1.7,1.2,0.79,6,4,2,1,3,1.5,0.55,81,27,0.26,0.46,0.969877774,0.795719844,0,0,0,3.98,1,1,17,0.7,6,1.28,0.95,2.752293578,1.167315175,0.424124514,2.36,2.1,2,1.88,4.6,98.291,0.407367281,3.17,12,0.150496518,2.79,1.83,1.521857923,0.015988012,0.56,0.763821016,3.4,17.42,1.75
Cs2FeAgF6,Cs,Ag,Fe,F,2.6,1.4,1.2,0.79,5,4,2,1,3,1.15,0.65,47,26,0.1,0.2,1.025426329,0.69844358,0,0,0,3.98,1,1,17,0.7,6,1.28,0.5,1.782945736,0.894941634,0.501945525,2.05,2.15,2,1.88,4.4,83.167,0.43069874,3.17,12,0.150496518,2.43,1.93,1.261658031,0.058811786,0.56,0.763821016,3.4,17.42,1.88
Cs2FeCuF6,Cs,Cu,Fe,F,2.6,1.3,1.2,0.79,4,4,2,1,3,0.77,0.65,29,26,0.07,0.04,1.123208513,0.550583658,0,0,0,3.98,1,1,17,0.7,6,1.28,0.12,1.19379845,0.59922179,0.501945525,2.08,2.15,2,1.88,4,63.283,0.471769134,3.17,12,0.150496518,2.05,1.93,1.064766839,0.195923132,0.56,0.763821016,3.4,17.42,1.865
Cs2FeHgF6,Cs,Hg,Fe,F,2.6,1.5,1.2,0.79,6,4,2,1,3,1.1,0.65,80,26,0.17,0.27,1.037308441,0.678988327,0,0,0,3.98,1,1,17,0.7,6,1.28,0.46,1.705426357,0.856031128,0.501945525,1.98,2.15,2,1.88,4.3,80.342,0.435689455,3.17,12,0.150496518,2.38,1.93,1.235751295,0.067201634,0.56,0.763821016,3.4,17.42,1.915
Cs2FeInF6,Cs,In,Fe,F,2.6,1.7,1.2,0.79,5,4,2,1,3,0.92,0.65,49,26,0.05,0.42,1.082463343,0.608949416,0,0,0,3.98,1,1,17,0.7,6,1.28,0.28,1.426356589,0.715953307,0.501945525,2.2,2.15,2,1.88,4.1,70.701,0.454655381,3.17,12,0.150496518,2.21,1.93,1.142487047,0.114866769,0.56,0.763821016,3.4,17.42,1.805
Cs2FeTlF6,Cs,Tl,Fe,F,2.6,1.7,1.2,0.79,6,4,2,1,3,1.5,0.65,81,26,0.21,0.47,0.949307725,0.83463035,0,0,0,3.98,1,1,17,0.7,6,1.28,0.85,2.325581395,1.167315175,0.501945525,2.36,2.15,2,1.88,4.7,104.82,0.398727466,3.17,12,0.150496518,2.79,1.93,1.443005181,0.026502333,0.56,0.763821016,3.4,17.42,1.725
Cs2GdAgF6,Cs,Ag,Gd,F,2.6,1.4,1.8,0.79,5,6,2,1,3,1.15,0.94,47,64,0.73,0.35,0.960924415,0.812451362,0,0,0,3.98,1,1,17,0.7,6,1.28,0.21,1.226012793,0.894941634,0.729961089,2.05,2.78,2,1.88,4.7,101.064,0.403606698,3.17,12,0.150496518,2.43,2.22,1.095366622,0.180881329,0.56,0.763821016,3.4,17.42,1.565
Cs2GdCuF6,Cs,Cu,Gd,F,2.6,1.3,1.8,0.79,4,6,2,1,3,0.77,0.94,29,64,0.7,0.51,1.04628002,0.66459144,0,0,0,3.98,1,1,17,0.7,6,1.28,0.17,0.820895522,0.59922179,0.729961089,2.08,2.78,2,1.88,4.3,78.293,0.439457691,3.17,12,0.150496518,2.05,2.22,0.924426451,0.602580516,0.56,0.763821016,3.4,17.42,1.55
Cs2GdHgF6,Cs,Hg,Gd,F,2.6,1.5,1.8,0.79,6,6,2,1,3,1.1,0.94,80,64,0.8,0.28,0.971351112,0.792996109,0,0,0,3.98,1,1,17,0.7,6,1.28,0.16,1.172707889,0.856031128,0.729961089,1.98,2.78,2,1.88,4.6,97.845,0.407986111,3.17,12,0.150496518,2.38,2.22,1.072874494,0.206685117,0.56,0.763821016,3.4,17.42,1.6
Cs2GdInF6,Cs,In,Gd,F,2.6,1.7,1.8,0.79,5,6,2,1,3,0.92,0.94,49,64,0.58,0.13,1.01083693,0.722957198,0,0,0,3.98,1,1,17,0.7,6,1.28,0.02,0.980810235,0.715953307,0.729961089,2.2,2.78,2,1.88,4.4,86.821,0.424570912,3.17,12,0.150496518,2.21,2.22,0.991902834,0.353283845,0.56,0.763821016,3.4,17.42,1.49
Cs2GdTlF6,Cs,Tl,Gd,F,2.6,1.7,1.8,0.79,6,6,2,1,3,1.5,0.94,81,64,0.42,0.08,0.893767158,0.948638132,0,0,0,3.98,1,1,17,0.7,6,1.28,0.56,1.599147122,1.167315175,0.729961089,2.36,2.78,2,1.88,5,125.601,0.375399361,3.17,12,0.150496518,2.79,2.22,1.252811516,0.081510486,0.56,0.763821016,3.4,17.42,1.41
Cs2NiAgF6,Cs,Ag,Ni,F,2.6,1.4,1.2,0.79,5,4,2,1,3,1.15,0.56,47,28,0.02,0.2,1.045791104,0.66536965,0,0,0,3.98,1,1,17,0.7,6,1.28,0.59,2.053571429,0.894941634,0.435797665,2.05,2.07,2,1.88,4.3,78.403,0.439252336,3.17,12,0.150496518,2.43,1.84,1.319783198,0.038490124,0.56,0.763821016,3.4,17.42,1.92
Cs2NiCuF6,Cs,Cu,Ni,F,2.6,1.3,1.2,0.79,4,4,2,1,3,0.77,0.56,29,28,0.01,0.04,1.147688699,0.517509728,0,0,0,3.98,1,1,17,0.7,6,1.28,0.21,1.375,0.59922179,0.435797665,2.08,2.07,2,1.88,3.9,59.319,0.482051282,3.17,12,0.150496518,2.05,1.84,1.113821138,0.128224393,0.56,0.763821016,3.4,17.42,1.905
Cs2NiHgF6,Cs,Hg,Ni,F,2.6,1.5,1.2,0.79,6,4,2,1,3,1.1,0.56,80,28,0.09,0.27,1.058152701,0.645914397,0,0,0,3.98,1,1,17,0.7,6,1.28,0.54,1.964285714,0.856031128,0.435797665,1.98,2.07,2,1.88,4.2,75.687,0.444444444,3.17,12,0.150496518,2.38,1.84,1.292682927,0.043980967,0.56,0.763821016,3.4,17.42,1.955
Cs2NiInF6,Cs,In,Ni,F,2.6,1.7,1.2,0.79,5,4,2,1,3,0.92,0.56,49,28,0.13,0.42,1.10518171,0.575875486,0,0,0,3.98,1,1,17,0.7,6,1.28,0.36,1.642857143,0.715953307,0.435797665,2.2,2.07,2,1.88,4,66.43,0.464197531,3.17,12,0.150496518,2.21,1.84,1.195121951,0.075176023,0.56,0.763821016,3.4,17.42,1.845
Cs2NiTlF6,Cs,Tl,Ni,F,2.6,1.7,1.2,0.79,6,4,2,1,3,1.5,0.56,81,28,0.29,0.47,0.966735621,0.80155642,0,0,0,3.98,1,1,17,0.7,6,1.28,0.94,2.678571429,1.167315175,0.435797665,2.36,2.07,2,1.88,4.6,99.253,0.406047516,3.17,12,0.150496518,2.79,1.84,1.509485095,0.01734479,0.56,0.763821016,3.4,17.42,1.765
Cs2RhAgF6,Cs,Ag,Rh,F,2.6,1.4,1.3,0.79,5,5,2,1,3,1.15,0.67,47,45,0.35,0.1,1.020749356,0.706225681,0,0,0,3.98,1,1,17,0.7,6,1.28,0.48,1.729323308,0.894941634,0.517509728,2.05,1.7,2,1.88,4.4,84.316,0.428734322,3.17,12,0.150496518,2.43,1.95,1.248717949,0.064454042,0.56,0.763821016,3.4,17.42,2.105
Cs2RhCuF6,Cs,Cu,Rh,F,2.6,1.3,1.3,0.79,4,5,2,1,3,0.77,0.67,29,45,0.38,0.06,1.117599482,0.558365759,0,0,0,3.98,1,1,17,0.7,6,1.28,0.1,1.157894737,0.59922179,0.517509728,2.08,1.7,2,1.88,4,64.24,0.469413233,3.17,12,0.150496518,2.05,1.95,1.053846154,0.214719509,0.56,0.763821016,3.4,17.42,2.09
Cs2RhHgF6,Cs,Hg,Rh,F,2.6,1.5,1.3,0.79,6,5,2,1,3,1.1,0.67,80,45,0.28,0.17,1.032522705,0.686770428,0,0,0,3.98,1,1,17,0.7,6,1.28,0.44,1.654135338,0.856031128,0.517509728,1.98,1.7,2,1.88,4.3,81.464,0.433679354,3.17,12,0.150496518,2.38,1.95,1.223076923,0.073648792,0.56,0.763821016,3.4,17.42,2.14
Cs2RhInF6,Cs,In,Rh,F,2.6,1.7,1.3,0.79,5,5,2,1,3,0.92,0.67,49,45,0.5,0.32,1.07725293,0.616731518,0,0,0,3.98,1,1,17,0.7,6,1.28,0.26,1.383458647,0.715953307,0.517509728,2.2,1.7,2,1.88,4.2,71.732,0.452466907,3.17,12,0.150496518,2.21,1.95,1.130769231,0.125886801,0.56,0.763821016,3.4,17.42,2.03
Cs2RhTlF6,Cs,Tl,Rh,F,2.6,1.7,1.3,0.79,6,5,2,1,3,1.5,0.67,81,45,0.66,0.37,0.945297978,0.842412451,0,0,0,3.98,1,1,17,0.7,6,1.28,0.83,2.255639098,1.167315175,0.517509728,2.36,1.7,2,1.88,4.7,106.16,0.397043295,3.17,12,0.150496518,2.79,1.95,1.428205128,0.029044901,0.56,0.763821016,3.4,17.42,1.95
Cs2RuAgF6,Cs,Ag,Ru,F,2.6,1.4,1.3,0.79,5,5,2,1,3,1.15,0.68,47,44,0.27,0.1,1.017269528,0.712062257,0,0,0,3.98,1,1,17,0.7,6,1.28,0.47,1.691176471,0.894941634,0.529182879,2.05,1.78,2,1.88,4.4,85.184,0.427272727,3.17,12,0.150496518,2.43,1.96,1.239185751,0.068914715,0.56,0.763821016,3.4,17.42,2.065
Cs2RuCuF6,Cs,Cu,Ru,F,2.6,1.3,1.3,0.79,4,5,2,1,3,0.77,0.68,29,44,0.3,0.06,1.113429335,0.564202335,0,0,0,3.98,1,1,17,0.7,6,1.28,0.09,1.132352941,0.59922179,0.529182879,2.08,1.78,2,1.88,4,64.965,0.467661692,3.17,12,0.150496518,2.05,1.96,1.045801527,0.229579607,0.56,0.763821016,3.4,17.42,2.05
Cs2RuHgF6,Cs,Hg,Ru,F,2.6,1.5,1.3,0.79,6,5,2,1,3,1.1,0.68,80,44,0.2,0.17,1.028962282,0.692607004,0,0,0,3.98,1,1,17,0.7,6,1.28,0.42,1.617647059,0.856031128,0.529182879,1.98,1.78,2,1.88,4.3,82.313,0.432183908,3.17,12,0.150496518,2.38,1.96,1.213740458,0.078745805,0.56,0.763821016,3.4,17.42,2.1
Cs2RuInF6,Cs,In,Ru,F,2.6,1.7,1.3,0.79,5,5,2,1,3,0.92,0.68,49,44,0.42,0.32,1.07337792,0.622568093,0,0,0,3.98,1,1,17,0.7,6,1.28,0.24,1.352941176,0.715953307,0.529182879,2.2,1.78,2,1.88,4.2,72.512,0.450839329,3.17,12,0.150496518,2.21,1.96,1.122137405,0.134599052,0.56,0.763821016,3.4,17.42,1.99
Cs2RuTlF6,Cs,Tl,Ru,F,2.6,1.7,1.3,0.79,6,5,2,1,3,1.5,0.68,81,44,0.58,0.37,0.942312826,0.848249027,0,0,0,3.98,1,1,17,0.7,6,1.28,0.82,2.205882353,1.167315175,0.529182879,2.36,1.78,2,1.88,4.8,107.172,0.395789474,3.17,12,0.150496518,2.79,1.96,1.417302799,0.031055012,0.56,0.763821016,3.4,17.42,1.91
Cs2MoAgF6,Cs,Ag,Mo,F,2.6,1.4,1.4,0.79,5,5,2,1,3,1.15,0.69,47,42,0.23,0.05,1.014962795,0.715953307,0,0,0,3.98,1,1,17,0.7,6,1.28,0.46,1.666666667,0.894941634,0.536964981,2.05,1.82,2,1.88,4.4,85.766,0.426303855,3.17,12,0.150496518,2.43,1.97,1.232911392,0.072,0.56,0.763821016,3.4,17.42,2.045
Cs2MoCuF6,Cs,Cu,Mo,F,2.6,1.3,1.4,0.79,4,5,2,1,3,0.77,0.69,29,42,0.26,0.11,1.110666483,0.568093385,0,0,0,3.98,1,1,17,0.7,6,1.28,0.08,1.115942029,0.59922179,0.536964981,2.08,1.82,2,1.88,4,65.451,0.466501241,3.17,12,0.150496518,2.05,1.97,1.040506329,0.239857798,0.56,0.763821016,3.4,17.42,2.03
Cs2MoHgF6,Cs,Hg,Mo,F,2.6,1.5,1.4,0.79,6,5,2,1,3,1.1,0.69,80,42,0.16,0.12,1.026602276,0.696498054,0,0,0,3.98,1,1,17,0.7,6,1.28,0.41,1.594202899,0.856031128,0.536964981,1.98,1.82,2,1.88,4.4,82.882,0.431192661,3.17,12,0.150496518,2.38,1.97,1.207594937,0.082271225,0.56,0.763821016,3.4,17.42,2.08
Cs2MoInF6,Cs,In,Mo,F,2.6,1.7,1.4,0.79,5,5,2,1,3,0.92,0.69,49,42,0.38,0.27,1.07081003,0.626459144,0,0,0,3.98,1,1,17,0.7,6,1.28,0.23,1.333333333,0.715953307,0.536964981,2.2,1.82,2,1.88,4.2,73.035,0.449760766,3.17,12,0.150496518,2.21,1.97,1.116455696,0.140625,0.56,0.763821016,3.4,17.42,1.97
Cs2MoTlF6,Cs,Tl,Mo,F,2.6,1.7,1.4,0.79,6,5,2,1,3,1.5,0.69,81,42,0.54,0.32,0.940333178,0.852140078,0,0,0,3.98,1,1,17,0.7,6,1.28,0.81,2.173913043,1.167315175,0.536964981,2.36,1.82,2,1.88,4.8,107.85,0.394957983,3.17,12,0.150496518,2.79,1.97,1.410126582,0.032445333,0.56,0.763821016,3.4,17.42,1.89
Cs2IrAgF6,Cs,Ag,Ir,F,2.6,1.4,1.4,0.79,5,6,2,1,3,1.15,0.68,47,77,0.27,0.08,1.017269528,0.712062257,0,0,0,3.98,1,1,17,0.7,6,1.28,0.47,1.691176471,0.894941634,0.529182879,2.05,1.78,2,1.88,4.4,85.184,0.427272727,3.17,12,0.150496518,2.43,1.96,1.239185751,0.068914715,0.56,0.763821016,3.4,17.42,2.065
Cs2IrCuF6,Cs,Cu,Ir,F,2.6,1.3,1.4,0.79,4,6,2,1,3,0.77,0.68,29,77,0.3,0.08,1.113429335,0.564202335,0,0,0,3.98,1,1,17,0.7,6,1.28,0.09,1.132352941,0.59922179,0.529182879,2.08,1.78,2,1.88,4,64.965,0.467661692,3.17,12,0.150496518,2.05,1.96,1.045801527,0.229579607,0.56,0.763821016,3.4,17.42,2.05
Cs2IrHgF6,Cs,Hg,Ir,F,2.6,1.5,1.4,0.79,6,6,2,1,3,1.1,0.68,80,77,0.2,0.15,1.028962282,0.692607004,0,0,0,3.98,1,1,17,0.7,6,1.28,0.42,1.617647059,0.856031128,0.529182879,1.98,1.78,2,1.88,4.3,82.313,0.432183908,3.17,12,0.150496518,2.38,1.96,1.213740458,0.078745805,0.56,0.763821016,3.4,17.42,2.1
Cs2IrInF6,Cs,In,Ir,F,2.6,1.7,1.4,0.79,5,6,2,1,3,0.92,0.68,49,77,0.42,0.3,1.07337792,0.622568093,0,0,0,3.98,1,1,17,0.7,6,1.28,0.24,1.352941176,0.715953307,0.529182879,2.2,1.78,2,1.88,4.2,72.512,0.450839329,3.17,12,0.150496518,2.21,1.96,1.122137405,0.134599052,0.56,0.763821016,3.4,17.42,1.99
Cs2IrTlF6,Cs,Tl,Ir,F,2.6,1.7,1.4,0.79,6,6,2,1,3,1.5,0.68,81,77,0.58,0.35,0.942312826,0.848249027,0,0,0,3.98,1,1,17,0.7,6,1.28,0.82,2.205882353,1.167315175,0.529182879,2.36,1.78,2,1.88,4.8,107.172,0.395789474,3.17,12,0.150496518,2.79,1.96,1.417302799,0.031055012,0.56,0.763821016,3.4,17.42,1.91
Cs2GaInCl6,Cs,In,Ga,Cl,2.6,1.7,1.4,0.79,5,4,3,1,3,0.92,0.62,49,31,0.03,0.31,1.011327141,0.425414365,1,0,0,3.16,0,1,17,1,6,1.81,0.3,1.483870968,0.508287293,0.342541436,1.38,1.35,2,1.88,5.2,137.388,0.364341085,3.69,12,0.150496518,2.73,2.43,1.12345679,0.102021178,3.66,0.763821016,3.61,12.97,1.795
Cs2GaTlCl6,Cs,Tl,Ga,Cl,2.6,1.7,1.4,0.79,6,4,3,1,3,1.5,0.62,81,31,0.19,0.36,0.90913729,0.585635359,1,0,0,3.16,0,1,17,1,6,1.81,0.88,2.419354839,0.828729282,0.342541436,1.54,1.35,2,1.88,5.7,189.119,0.327526132,3.69,12,0.150496518,3.31,2.43,1.362139918,0.023538568,3.66,0.763821016,3.61,12.97,1.715
