Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,A_radius_ratio_in_cell,A_X_bond_length,B1_X_bond_length,B1_B2_charge_density_ratio,X_electron_affinity,B_electroneg_avg
Cs2KNdI6,3.2412,True,2.2,1.85,0.79,4,6.0,0.983,19.0,0.32,0.35,0.853170388,0.537045455,0,0,1,0,0.397,0.446818182,1.84,1.52,41,1.67,6.763,0.49386367,3.87,3.58,0.237439614,3.05904,0.98
Cs2KMoI6,1.4527,True,2.2,1.45,0.79,4,5.0,0.69,19.0,1.34,0.75,0.891807007,0.470454545,0,0,1,0,0.69,0.313636364,1.84,0.5,23,1.67,6.47,0.516228748,3.87,3.58,0.166666667,3.05904,1.49
Cs2KInI6,1.2626,True,2.2,1.55,0.79,4,5.0,0.8,19.0,0.96,0.65,0.876898379,0.495454545,0,0,1,0,0.58,0.363636364,1.84,0.88,30,1.67,6.58,0.507598784,3.87,3.58,0.193236715,3.05904,1.3
Cs2KBiI6,2.6566,False,2.2,1.6,0.79,4,6.0,1.03,19.0,1.2,0.6,0.847282134,0.547727273,0,0,1,0,0.35,0.468181818,1.84,0.64,64,1.67,6.81,0.490455213,3.87,3.58,0.248792271,3.05904,1.42
Cs2KAlI6,1.7447,True,2.2,1.25,0.79,4,3.0,0.535,19.0,0.79,0.95,0.913696173,0.435227273,0,0,1,0,0.845,0.243181818,1.84,1.05,6,1.67,6.315,0.528899446,3.87,3.58,0.129227053,3.05904,1.215
Cs2ScInI6,1.9468,True,1.55,1.6,0.79,5,4.0,0.745,49.0,0.42,0.05,0.970562041,0.351136364,0,0,1,0,0.055,0.338636364,0.88,1.3,28,1.67,5.945,0.561816653,3.87,3.0,0.310416667,3.05904,1.57
Cs2CuBiI6,0.3531,False,1.35,1.6,0.79,4,6.0,1.03,29.0,0.12,0.25,0.930643764,0.409090909,0,0,1,0,0.26,0.468181818,0.76,0.64,54,1.67,6.2,0.538709677,3.87,2.97,0.445887446,3.05904,1.96
Cs2InGaI6,0.2835,False,1.3,1.55,0.79,4,5.0,0.8,31.0,0.03,0.25,0.991407446,0.322727273,0,0,1,0,0.18,0.363636364,0.85,0.88,18,1.67,5.82,0.573883162,3.87,2.82,0.430107527,3.05904,1.795
Cs2AgBiI6,0.8526,False,1.6,1.6,0.79,5,6.0,1.03,47.0,0.09,0.0,0.876898379,0.495454545,0,0,1,0,0.12,0.468181818,0.73,0.64,36,1.67,6.58,0.507598784,3.87,3.35,0.298550725,3.05904,1.975
Cs2NdAgI6,2.5429,False,1.6,1.85,0.79,5,6.0,0.983,47.0,0.79,0.25,0.883207001,0.484772727,0,0,1,0,0.167,0.446818182,0.73,1.52,13,1.67,6.533,0.511250574,3.87,3.35,0.284927536,3.05904,1.535
Cs2CeAgI6,0.2136,False,1.6,1.85,0.79,5,6.0,1.01,47.0,0.81,0.25,0.87957185,0.490909091,0,0,1,0,0.14,0.459090909,0.73,1.54,11,1.67,6.56,0.509146341,3.87,3.35,0.292753623,3.05904,1.525
Cs2TlHgI6,0.0,False,1.5,1.9,0.79,6,1.5,81.0,1.1,0.38,0.4,0.824284476,0.590909091,0,0,1,0,0.4,1.04,0.5,3.7,1,1.67,7.0,0.477142857,3.87,0.66,0.244444444,3.05904,1.81
Cs2InSbI6,0.5824,False,1.55,1.45,0.79,5,0.76,51.0,0.8,0.27,0.1,0.968119351,0.354545455,0,0,1,0,0.04,0.61,0.363636364,2.96,2,1.67,5.96,0.560402685,3.87,0.88,0.350877193,3.05904,1.915
Cs2HgSbI6,0.0,False,1.5,1.45,0.79,6,5.0,0.76,80.0,0.05,0.05,0.921723855,0.422727273,0,0,1,0,0.34,0.345454545,0.66,0.61,29,1.67,6.26,0.533546326,3.87,3.3,0.23030303,3.05904,2.025
Cs2HgBiI6,0.0,False,1.5,1.6,0.79,6,6.0,1.03,80.0,0.02,0.1,0.883612762,0.484090909,0,0,1,0,0.07,0.468181818,0.66,0.64,3,1.67,6.53,0.511485452,3.87,3.3,0.312121212,3.05904,2.01
Cs2CeCuI6,0.206,False,1.35,1.85,0.79,4,6.0,1.01,29.0,0.78,0.5,0.933655556,0.404545455,0,0,1,0,0.24,0.459090909,0.76,1.54,29,1.67,6.18,0.540453074,3.87,2.97,0.437229437,3.05904,1.51
Cs2TlAuI6,0.0,False,1.9,1.35,0.79,6,6.0,0.85,81.0,0.92,0.55,0.854813531,0.534090909,0,0,1,0,0.65,0.386363636,1.04,0.12,2,1.67,6.75,0.494814815,3.87,3.7,0.188888889,3.05904,2.08
Cs2InAuI6,0.0,False,1.55,1.35,0.79,6,0.85,79.0,0.8,0.76,0.2,0.953717576,0.375,0,0,1,0,0.05,0.12,0.363636364,3.05,30,1.67,6.05,0.552066116,3.87,0.88,0.31372549,3.05904,2.16
Cs2BiAuI6,0.0,False,1.6,1.35,0.79,6,0.85,79.0,1.03,0.52,0.25,0.918788429,0.427272727,0,0,1,0,0.18,0.12,0.468181818,3.05,4,1.67,6.28,0.531847134,3.87,0.64,0.403921569,3.05904,2.28
Cs2InAgI6,0.0,False,1.6,1.55,0.79,5,5.0,0.8,47.0,0.15,0.05,0.908660053,0.443181818,0,0,1,0,0.35,0.363636364,0.73,0.88,2,1.67,6.35,0.525984252,3.87,3.35,0.231884058,3.05904,1.855
Cs2GaAgI6,0.0,False,1.6,1.3,0.79,5,4.0,0.62,47.0,0.12,0.3,0.935168774,0.402272727,0,0,1,0,0.53,0.281818182,0.73,0.85,16,1.67,6.17,0.541329011,3.87,3.35,0.179710145,3.05904,1.87
Rb2NaMoI6,1.0856,True,1.8,1.45,0.82,3,5.0,0.69,11.0,1.23,0.35,0.907318685,0.388636364,0,0,1,0,0.33,0.313636364,1.73,0.5,31,1.52,6.11,0.497545008,3.72,3.22,0.225490196,3.05904,1.545
Rb2LiYI6,2.9884,True,1.45,1.8,0.82,2,5.0,0.9,3.0,0.24,0.35,0.914804813,0.377272727,0,0,1,0,0.14,0.409090909,1.68,1.44,36,1.52,6.06,0.501650165,3.72,2.96,0.394736842,3.05904,1.1
Rb2LiSbI6,1.7215,False,1.45,1.45,0.82,2,5.0,0.76,3.0,1.07,0.0,0.93643871,0.345454545,0,0,1,0,0.0,0.345454545,1.68,0.61,48,1.52,5.92,0.513513514,3.72,2.96,0.333333333,3.05904,1.515
Rb2LiPrI6,2.9512,True,1.45,1.85,0.82,2,6.0,0.99,3.0,0.15,0.4,0.901417425,0.397727273,0,0,1,0,0.23,0.45,1.68,1.53,56,1.52,6.15,0.494308943,3.72,2.96,0.434210526,3.05904,1.055
Rb2LiNdI6,2.9632,True,1.45,1.85,0.82,2,6.0,0.983,3.0,0.16,0.4,0.902444598,0.396136364,0,0,1,0,0.223,0.446818182,1.68,1.52,57,1.52,6.143,0.494872212,3.72,2.96,0.431140351,3.05904,1.06
Rb2LiMoI6,0.9752,True,1.45,1.45,0.82,2,5.0,0.69,3.0,1.18,0.0,0.94764396,0.329545455,0,0,1,0,0.07,0.313636364,1.68,0.5,39,1.52,5.85,0.51965812,3.72,2.96,0.302631579,3.05904,1.57
Rb2LiCeI6,2.1287,False,1.45,1.85,0.82,2,6.0,1.01,3.0,0.14,0.4,0.898495489,0.402272727,0,0,1,0,0.25,0.459090909,1.68,1.54,55,1.52,6.17,0.492706645,3.72,2.96,0.442982456,3.05904,1.05
Rb2LiBiI6,1.9334,False,1.45,1.6,0.82,2,6.0,1.03,3.0,1.04,0.15,0.895592434,0.406818182,0,0,1,0,0.27,0.468181818,1.68,0.64,80,1.52,6.19,0.491114701,3.72,2.96,0.451754386,3.05904,1.5
Rb2YCuI6,1.7585,False,1.35,1.8,0.82,4,5.0,0.9,29.0,0.68,0.45,0.913297721,0.379545455,0,0,1,0,0.13,0.409090909,0.76,1.44,10,1.52,6.07,0.500823723,3.72,2.97,0.38961039,3.05904,1.56
Rb2CuSbI6,0.7008,False,1.35,1.45,0.82,4,5.0,0.76,29.0,0.15,0.1,0.934859556,0.347727273,0,0,1,0,0.01,0.345454545,0.76,0.61,22,1.52,5.93,0.512647555,3.72,2.97,0.329004329,3.05904,1.975
Rb2PrCuI6,1.7961,False,1.35,1.85,0.82,4,6.0,0.99,29.0,0.77,0.5,0.899954085,0.4,0,0,1,0,0.22,0.45,0.76,1.53,30,1.52,6.16,0.493506494,3.72,2.97,0.428571429,3.05904,1.515
Rb2NdCuI6,1.8116,False,1.35,1.85,0.82,4,6.0,0.983,29.0,0.76,0.5,0.900977924,0.398409091,0,0,1,0,0.213,0.446818182,0.76,1.52,31,1.52,6.153,0.494067934,3.72,2.97,0.425541126,3.05904,1.52
Rb2CuBiI6,0.3311,False,1.35,1.6,0.82,4,6.0,1.03,29.0,0.12,0.25,0.89414793,0.409090909,0,0,1,0,0.26,0.468181818,0.76,0.64,54,1.52,6.2,0.490322581,3.72,2.97,0.445887446,3.05904,1.96
Rb2NaYI6,3.1384,True,1.8,1.8,0.82,3,5.0,0.9,11.0,0.29,0.0,0.877170437,0.436363636,0,0,1,0,0.12,0.409090909,1.73,1.44,28,1.52,6.32,0.481012658,3.72,3.22,0.294117647,3.05904,1.075
Rb2NaSbI6,1.8884,False,1.8,1.45,0.82,3,5.0,0.76,11.0,1.12,0.35,0.897041612,0.404545455,0,0,1,0,0.26,0.345454545,1.73,0.61,40,1.52,6.18,0.491909385,3.72,3.22,0.248366013,3.05904,1.49
Rb2NaPrI6,3.112,True,1.8,1.85,0.82,3,6.0,0.99,11.0,0.2,0.05,0.864854472,0.456818182,0,0,1,0,0.03,0.45,1.73,1.53,48,1.52,6.41,0.47425897,3.72,3.22,0.323529412,3.05904,1.03
Rb2NaNdI6,3.1233,True,1.8,1.85,0.82,3,6.0,0.983,11.0,0.21,0.05,0.865799963,0.455227273,0,0,1,0,0.037,0.446818182,1.73,1.52,49,1.52,6.403,0.474777448,3.72,3.22,0.32124183,3.05904,1.035
Rb2NaCeI6,0.2617,False,1.8,1.85,0.82,3,6.0,1.01,11.0,0.19,0.05,0.862164411,0.461363636,0,0,1,0,0.01,0.459090909,1.73,1.54,47,1.52,6.43,0.472783826,3.72,3.22,0.330065359,3.05904,1.025
Rb2NaBiI6,2.1072,False,1.8,1.6,0.82,3,6.0,1.03,11.0,1.09,0.2,0.859491033,0.465909091,0,0,1,0,0.01,0.468181818,1.73,0.64,72,1.52,6.45,0.471317829,3.72,3.22,0.336601307,3.05904,1.475
Rb2YAgI6,2.4885,False,1.6,1.8,0.82,5,5.0,0.9,47.0,0.71,0.2,0.859491033,0.465909091,0,0,1,0,0.25,0.409090909,0.73,1.44,8,1.52,6.45,0.471317829,3.72,3.35,0.260869565,3.05904,1.575
Rb2AgSbI6,0.4095,False,1.6,1.45,0.82,5,5.0,0.76,47.0,0.12,0.15,0.878560565,0.434090909,0,0,1,0,0.39,0.345454545,0.73,0.61,4,1.52,6.31,0.48177496,3.72,3.35,0.220289855,3.05904,1.99
Rb2AgMoI6,0.694,True,1.6,1.45,0.82,5,5.0,0.69,47.0,0.23,0.15,0.888416212,0.418181818,0,0,1,0,0.46,0.313636364,0.73,0.5,5,1.52,6.24,0.487179487,3.72,3.35,0.2,3.05904,2.045
Rb2AgBiI6,0.8273,False,1.6,1.6,0.82,5,6.0,1.03,47.0,0.09,0.0,0.842510207,0.495454545,0,0,1,0,0.12,0.468181818,0.73,0.64,36,1.52,6.58,0.462006079,3.72,3.35,0.298550725,3.05904,1.975
Rb2PrAgI6,2.5438,False,1.6,1.85,0.82,5,6.0,0.99,47.0,0.8,0.25,0.847663175,0.486363636,0,0,1,0,0.16,0.45,0.73,1.53,12,1.52,6.54,0.464831804,3.72,3.35,0.286956522,3.05904,1.53
Rb2NdAgI6,2.5524,False,1.6,1.85,0.82,5,6.0,0.983,47.0,0.79,0.25,0.848571432,0.484772727,0,0,1,0,0.167,0.446818182,0.73,1.52,13,1.52,6.533,0.465329864,3.72,3.35,0.284927536,3.05904,1.535
Rb2CeAgI6,0.2128,False,1.6,1.85,0.82,5,6.0,1.01,47.0,0.81,0.25,0.845078836,0.490909091,0,0,1,0,0.14,0.459090909,0.73,1.54,11,1.52,6.56,0.463414634,3.72,3.35,0.292753623,3.05904,1.525
Rb2HgBiI6,0.0,False,1.5,1.6,0.82,6,6.0,1.03,80.0,0.02,0.1,0.848961281,0.484090909,0,0,1,0,0.07,0.468181818,0.66,0.64,3,1.52,6.53,0.465543645,3.72,3.3,0.312121212,3.05904,2.01
Rb2HgSbI6,0.0,False,1.5,1.45,0.82,6,5.0,0.76,80.0,0.05,0.05,0.885577822,0.422727273,0,0,1,0,0.34,0.345454545,0.66,0.61,29,1.52,6.26,0.485623003,3.72,3.3,0.23030303,3.05904,2.025
Rb2YAuI6,1.1678,False,1.35,1.8,0.82,6,5.0,0.9,79.0,1.32,0.45,0.901417425,0.397727273,0,0,1,0,0.05,0.409090909,0.12,1.44,40,1.52,6.15,0.494308943,3.72,3.05,0.352941176,3.05904,1.88
Rb2TlAuI6,0.0,False,1.9,1.35,0.82,6,6.0,0.85,81.0,0.92,0.55,0.821291432,0.534090909,0,0,1,0,0.65,0.386363636,1.04,0.12,2,1.52,6.75,0.45037037,3.72,3.7,0.188888889,3.05904,2.08
Rb2ScAuI6,1.1384,False,1.35,1.6,0.82,6,4.0,0.745,79.0,1.18,0.25,0.924723464,0.3625,0,0,1,0,0.105,0.338636364,0.12,1.3,58,1.52,5.995,0.507089241,3.72,3.05,0.292156863,3.05904,1.95
Rb2SbAuI6,0.0,False,1.35,1.45,0.82,6,5.0,0.76,79.0,0.49,0.1,0.922415502,0.365909091,0,0,1,0,0.09,0.345454545,0.12,0.61,28,1.52,6.01,0.505823627,3.72,3.05,0.298039216,3.05904,2.295
Rb2InAuI6,0.0,False,1.55,1.35,0.82,6,0.85,79.0,0.8,0.76,0.2,0.916316887,0.375,0,0,1,0,0.05,0.12,0.363636364,3.05,30,1.52,6.05,0.502479339,3.72,0.88,0.31372549,3.05904,2.16
Rb2GaAuI6,0.0,False,1.35,1.3,0.82,6,4.0,0.62,79.0,0.73,0.05,0.94441519,0.334090909,0,0,1,0,0.23,0.281818182,0.12,0.85,48,1.52,5.87,0.517887564,3.72,3.05,0.243137255,3.05904,2.175
Rb2BiAuI6,0.0,False,1.6,1.35,0.82,6,0.85,79.0,1.03,0.52,0.25,0.88275751,0.427272727,0,0,1,0,0.18,0.12,0.468181818,3.05,4,1.52,6.28,0.484076433,3.72,0.64,0.403921569,3.05904,2.28
Rb2AsAuI6,0.0,False,1.35,1.15,0.82,6,4.0,0.58,79.0,0.36,0.2,0.950894882,0.325,0,0,1,0,0.27,0.263636364,0.12,0.48,46,1.52,5.83,0.521440823,3.72,3.05,0.22745098,3.05904,2.36
Rb2AlAuI6,0.0,False,1.35,1.25,0.82,6,3.0,0.535,79.0,0.93,0.1,0.958291645,0.314772727,0,0,1,0,0.315,0.243181818,0.12,1.05,66,1.52,5.785,0.525496975,3.72,3.05,0.209803922,3.05904,2.075
Rb2TlAgI6,0.0,False,1.6,1.9,0.82,6,1.5,81.0,1.15,0.31,0.3,0.78634286,0.602272727,0,0,1,0,0.35,1.04,0.522727273,3.7,34,1.52,7.05,0.431205674,3.72,0.73,0.255555556,3.05904,1.775
Rb2ScAgI6,2.1449,False,1.6,1.6,0.82,5,4.0,0.745,47.0,0.57,0.0,0.880654037,0.430681818,0,0,1,0,0.405,0.338636364,0.73,1.3,26,1.52,6.295,0.482922955,3.72,3.35,0.215942029,3.05904,1.645
Rb2InAgI6,0.0,False,1.6,1.55,0.82,5,5.0,0.8,47.0,0.15,0.05,0.873026325,0.443181818,0,0,1,0,0.35,0.363636364,0.73,0.88,2,1.52,6.35,0.478740157,3.72,3.35,0.231884058,3.05904,1.855
Rb2GaAgI6,0.0,False,1.6,1.3,0.82,5,4.0,0.62,47.0,0.12,0.3,0.898495489,0.402272727,0,0,1,0,0.53,0.281818182,0.73,0.85,16,1.52,6.17,0.492706645,3.72,3.35,0.179710145,3.05904,1.87
Rb2ScHgI6,0.0,False,1.5,1.6,0.82,6,4.0,0.745,80.0,0.64,0.1,0.88770491,0.419318182,0,0,1,0,0.355,0.338636364,0.66,1.3,59,1.52,6.245,0.486789432,3.72,3.3,0.225757576,3.05904,1.68
Rb2HgAsI6,0.0,False,1.5,1.15,0.82,6,4.0,0.58,80.0,0.18,0.35,0.911795586,0.381818182,0,0,1,0,0.52,0.263636364,0.66,0.48,47,1.52,6.08,0.5,3.72,3.3,0.175757576,3.05904,2.09
Rb2GaHgI6,0.0,False,1.5,1.3,0.82,6,4.0,0.62,80.0,0.19,0.2,0.905836138,0.390909091,0,0,1,0,0.48,0.281818182,0.66,0.85,49,1.52,6.12,0.496732026,3.72,3.3,0.187878788,3.05904,1.905
Rb2InHgI6,0.0,False,1.5,1.55,0.82,6,5.0,0.8,80.0,0.22,0.05,0.879955105,0.431818182,0,0,1,0,0.3,0.363636364,0.66,0.88,31,1.52,6.3,0.482539683,3.72,3.3,0.242424242,3.05904,1.89
Rb2AlTlI6,1.8326,False,1.9,1.25,0.82,6,3.0,0.535,81.0,0.01,0.65,0.861494509,0.4625,0,0,1,0,0.965,0.243181818,1.04,1.05,68,1.52,6.435,0.472416472,3.72,3.7,0.118888889,3.05904,1.615
Rb2NaInI6,0.6818,True,1.8,1.55,0.82,3,5.0,0.8,11.0,0.85,0.25,0.891272856,0.413636364,0,0,1,0,0.22,0.363636364,1.73,0.88,38,1.52,6.22,0.488745981,3.72,3.22,0.261437908,3.05904,1.355
Rb2NaScI6,2.2079,False,1.8,1.6,0.82,3,4.0,0.745,11.0,0.43,0.2,0.899224195,0.401136364,0,0,1,0,0.275,0.338636364,1.73,1.3,10,1.52,6.165,0.493106245,3.72,3.22,0.243464052,3.05904,1.145
Rb2InAsI6,0.0,False,1.55,1.15,0.82,4,0.58,33.0,0.8,0.4,0.4,0.959120617,0.313636364,0,0,1,0,0.22,0.48,0.363636364,2.78,16,1.52,5.78,0.525951557,3.72,0.88,0.459770115,3.05904,1.98
Rb2InGaI6,0.2298,False,1.3,1.55,0.82,4,5.0,0.8,31.0,0.03,0.25,0.952528722,0.322727273,0,0,1,0,0.18,0.363636364,0.85,0.88,18,1.52,5.82,0.52233677,3.72,2.82,0.430107527,3.05904,1.795
Rb2AlInI6,0.8989,False,1.55,1.25,0.82,5,3.0,0.535,49.0,0.17,0.3,0.966646411,0.303409091,0,0,1,0,0.265,0.243181818,0.88,1.05,36,1.52,5.735,0.530078466,3.72,3.0,0.222916667,3.05904,1.695
Rb2ScTlI6,2.3969,False,1.9,1.6,0.82,6,4.0,0.745,81.0,0.26,0.3,0.834268949,0.510227273,0,0,1,0,0.755,0.338636364,1.04,1.3,60,1.52,6.645,0.457486832,3.72,3.7,0.165555556,3.05904,1.49
Rb2YTlI6,3.0376,True,1.9,1.8,0.82,6,5.0,0.9,81.0,0.4,0.1,0.815252524,0.545454545,0,0,1,0,0.6,0.409090909,1.04,1.44,42,1.52,6.8,0.447058824,3.72,3.7,0.2,3.05904,1.42
Rb2TlInI6,0.8542,False,1.9,1.55,0.82,6,5.0,0.8,81.0,0.16,0.35,0.827420472,0.522727273,0,0,1,0,0.7,0.363636364,1.04,0.88,32,1.52,6.7,0.453731343,3.72,3.7,0.177777778,3.05904,1.7
Rb2TlSbI6,0.8683,True,1.9,1.45,0.82,6,5.0,0.76,81.0,0.43,0.45,0.832389965,0.513636364,0,0,1,0,0.74,0.345454545,1.04,0.61,30,1.52,6.66,0.456456456,3.72,3.7,0.168888889,3.05904,1.835
Rb2TlAsI6,0.9148,True,1.9,1.15,0.82,6,4.0,0.58,81.0,0.56,0.75,0.855511908,0.472727273,0,0,1,0,0.92,0.263636364,1.04,0.48,48,1.52,6.48,0.469135802,3.72,3.7,0.128888889,3.05904,1.9
Rb2TlGaI6,1.0849,False,1.9,1.3,0.82,6,4.0,0.62,81.0,0.19,0.6,0.850263369,0.481818182,0,0,1,0,0.88,0.281818182,1.04,0.85,50,1.52,6.52,0.466257669,3.72,3.7,0.137777778,3.05904,1.715
Rb2NaTlI6,0.0,False,1.8,1.9,0.82,3,6.0,1.5,11.0,0.69,0.1,0.801115197,0.572727273,0,0,1,0,0.48,0.681818182,1.73,1.04,70,1.52,6.92,0.439306358,3.72,3.22,0.490196078,3.05904,1.275
Rb2YInI6,2.6542,True,1.55,1.8,0.82,5,5.0,0.9,49.0,0.56,0.25,0.908806093,0.386363636,0,0,1,0,0.1,0.409090909,0.88,1.44,10,1.52,6.1,0.498360656,3.72,3.0,0.375,3.05904,1.5
Rb2ScInI6,2.0229,True,1.55,1.6,0.82,5,4.0,0.745,49.0,0.42,0.05,0.932500785,0.351136364,0,0,1,0,0.055,0.338636364,0.88,1.3,28,1.52,5.945,0.511354079,3.72,3.0,0.310416667,3.05904,1.57
Rb2InSbI6,0.5377,True,1.55,1.45,0.82,5,0.76,51.0,0.8,0.27,0.1,0.930153887,0.354545455,0,0,1,0,0.04,0.61,0.363636364,2.96,2,1.52,5.96,0.510067114,3.72,0.88,0.350877193,3.05904,1.915
Rb2YHgI6,0.0,False,1.5,1.8,0.82,6,5.0,0.9,80.0,0.78,0.3,0.866205807,0.454545455,0,0,1,0,0.2,0.409090909,0.66,1.44,41,1.52,6.4,0.475,3.72,3.3,0.272727273,3.05904,1.61
Rb2TlHgI6,0.0,False,1.5,1.9,0.82,6,1.5,81.0,1.1,0.38,0.4,0.791959595,0.590909091,0,0,1,0,0.4,1.04,0.5,3.7,1,1.52,7.0,0.434285714,3.72,0.66,0.244444444,3.05904,1.81
Rb2LiRhCl6,1.6499,False,1.45,1.35,0.82,2,5.0,0.665,3.0,1.3,0.1,0.989529014,0.393646409,1,0,0,0,0.095,0.367403315,2.18,0.88,42,1.52,5.045,0.602576809,3.33,2.57,0.291666667,3.61272,1.63
Rb2LiVCl6,0.0,False,1.45,1.35,0.82,2,4.0,0.64,3.0,0.65,0.1,0.994456947,0.386740331,1,0,0,0,0.12,0.35359116,2.18,1.53,20,1.52,5.02,0.605577689,3.33,2.57,0.280701754,3.61272,1.305
Rb2LiRuCl6,0.0,False,1.45,1.3,0.82,2,5.0,0.68,3.0,1.22,0.15,0.986595628,0.397790055,1,0,0,0,0.08,0.375690608,2.18,0.96,41,1.52,5.06,0.600790514,3.33,2.57,0.298245614,3.61272,1.59
Rb2LiMoCl6,1.538,False,1.45,1.45,0.82,2,5.0,0.69,3.0,1.18,0.0,0.98464968,0.400552486,1,0,0,0,0.07,0.38121547,2.18,1.0,39,1.52,5.07,0.599605523,3.33,2.57,0.302631579,3.61272,1.57
Rb2CuMoCl6,0.8542,True,1.35,1.45,0.82,4,5.0,0.69,29.0,0.26,0.1,0.982711393,0.403314917,1,0,0,0,0.08,0.38121547,1.26,1.0,13,1.52,5.08,0.598425197,3.33,2.58,0.298701299,3.61272,2.03
Rb2NaMoCl6,1.6224,True,1.8,1.45,0.82,3,5.0,0.69,11.0,1.23,0.35,0.936617988,0.472375691,1,0,0,0,0.33,0.38121547,2.23,1.0,31,1.52,5.33,0.570356473,3.33,2.83,0.225490196,3.61272,1.545
Rb2LiYCl6,4.9273,True,1.45,1.8,0.82,2,5.0,0.9,3.0,0.24,0.35,0.945487476,0.458563536,1,0,0,0,0.14,0.497237569,2.18,1.94,36,1.52,5.28,0.575757576,3.33,2.57,0.394736842,3.61272,1.1
Rb2LiSbCl6,2.9411,False,1.45,1.45,0.82,2,5.0,0.76,3.0,1.07,0.0,0.971240054,0.419889503,1,0,0,0,0.0,0.419889503,2.18,1.11,48,1.52,5.14,0.591439689,3.33,2.57,0.333333333,3.61272,1.515
Rb2LiPrCl6,4.8241,True,1.45,1.85,0.82,2,6.0,0.99,3.0,0.15,0.4,0.929641318,0.483425414,1,0,0,0,0.23,0.546961326,2.18,2.03,56,1.52,5.37,0.566108007,3.33,2.57,0.434210526,3.61272,1.055
Rb2LiNdCl6,4.8504,True,1.45,1.85,0.82,2,6.0,0.983,3.0,0.16,0.4,0.930854722,0.481491713,1,0,0,0,0.223,0.543093923,2.18,2.02,57,1.52,5.363,0.566846914,3.33,2.57,0.431140351,3.61272,1.06
Rb2LiCeCl6,0.3224,False,1.45,1.85,0.82,2,6.0,1.01,3.0,0.14,0.4,0.926191814,0.488950276,1,0,0,0,0.25,0.55801105,2.18,2.04,55,1.52,5.39,0.564007421,3.33,2.57,0.442982456,3.61272,1.05
Rb2LiBiCl6,3.6154,False,1.45,1.6,0.82,2,6.0,1.03,3.0,1.04,0.15,0.922767814,0.494475138,1,0,0,0,0.27,0.569060773,2.18,1.14,80,1.52,5.41,0.561922366,3.33,2.57,0.451754386,3.61272,1.5
Rb2YCuCl6,2.6201,False,1.35,1.8,0.82,4,5.0,0.9,29.0,0.68,0.45,0.943700165,0.461325967,1,0,0,0,0.13,0.497237569,1.26,1.94,10,1.52,5.29,0.574669187,3.33,2.58,0.38961039,3.61272,1.56
Rb2CuSbCl6,0.9005,False,1.35,1.45,0.82,4,5.0,0.76,29.0,0.15,0.1,0.969354151,0.422651934,1,0,0,0,0.01,0.419889503,1.26,1.11,22,1.52,5.15,0.590291262,3.33,2.58,0.329004329,3.61272,1.975
Rb2PrCuCl6,2.3461,False,1.35,1.85,0.82,4,6.0,0.99,29.0,0.77,0.5,0.92791336,0.486187845,1,0,0,0,0.22,0.546961326,1.26,2.03,30,1.52,5.38,0.565055762,3.33,2.58,0.428571429,3.61272,1.515
Rb2NdCuCl6,2.4344,False,1.35,1.85,0.82,4,6.0,0.983,29.0,0.76,0.5,0.929122255,0.484254144,1,0,0,0,0.213,0.543093923,1.26,2.02,31,1.52,5.373,0.565791923,3.33,2.58,0.425541126,3.61272,1.52
Rb2CuBiCl6,1.0756,False,1.35,1.6,0.82,4,6.0,1.03,29.0,0.12,0.25,0.921065291,0.497237569,1,0,0,0,0.26,0.569060773,1.26,1.14,54,1.52,5.42,0.560885609,3.33,2.58,0.445887446,3.61272,1.96
Rb2NaYCl6,5.1042,True,1.8,1.8,0.82,3,5.0,0.9,11.0,0.29,0.0,0.901114418,0.53038674,1,0,0,0,0.12,0.497237569,2.23,1.94,28,1.52,5.54,0.548736462,3.33,2.83,0.294117647,3.61272,1.075
Rb2NaPrCl6,4.9807,True,1.8,1.85,0.82,3,6.0,0.99,11.0,0.2,0.05,0.886709392,0.555248619,1,0,0,0,0.03,0.546961326,2.23,2.03,48,1.52,5.63,0.539964476,3.33,2.83,0.323529412,3.61272,1.03
Rb2NaNdCl6,5.003,True,1.8,1.85,0.82,3,6.0,0.983,11.0,0.21,0.05,0.887813245,0.553314917,1,0,0,0,0.037,0.543093923,2.23,2.02,49,1.52,5.623,0.540636671,3.33,2.83,0.32124183,3.61272,1.035
Rb2NaCeCl6,3.9696,False,1.8,1.85,0.82,3,6.0,1.01,11.0,0.19,0.05,0.883570597,0.560773481,1,0,0,0,0.01,0.55801105,2.23,2.04,47,1.52,5.65,0.538053097,3.33,2.83,0.330065359,3.61272,1.025
Rb2InAuCl6,0.0,False,1.55,1.35,0.82,6,0.85,79.0,0.8,0.76,0.2,0.94728157,0.455801105,1,0,0,0,0.05,0.62,0.44198895,2.66,30,1.52,5.27,0.576850095,3.33,1.38,0.31372549,3.61272,2.16
